Codi d'Informació,Unitat,Adreça,Codi postal,Municipi,Codi municipi,Utm_x,Utm_y,Latitud,Longitud,Georeferència
17741,Policia Local de Begur,"C. de Francesc Forgas,  1",17255,Begur,170139,517136.4964518017,4644720.091854804,41.954294,3.206852,POINT (3.206852 41.954294)
17762,Policia Local de Cardona,"Pl. de la Fira, 1",08261,Cardona,80478,390593.6317942236,4640968.906184912,41.913128525,1.680714932,POINT (1.680714932 41.913128525)
17734,Policia Local de Badalona,"Turó d'en Caritg, s/n",08917,Badalona,80155,435360.94423683913,4588650.625396557,41.446839,2.226148,POINT (2.226148 41.446839)
17839,Policia Local de Premià de Mar,"Pl. de l' Ajuntament, 1",08330,Premià de Mar,81727,446299.2613721602,4593286.696589785,41.489395976,2.356697116,POINT (2.356697116 41.489395976)
17906,Policia Local de Tiana,"Pl. de la Vila, 1",08391,Tiana,82824,438974.18606344174,4592502.285952742,41.481805969,2.269029897,POINT (2.269029897 41.481805969)
17816,Policia Local de Montcada i Reixac,"Av. de la Unitat, 6",08110,Montcada i Reixac,81252,432159.5924567077,4592365.059445823,41.480023172,2.187430682,POINT (2.187430682 41.480023172)
17853,Policia Local de Salou,"C. del Llobregat, 1",43840,Salou,439057,343227.1677801132,4549426.974649702,41.080999138,1.133668855,POINT (1.133668855 41.080999138)
17856,Policia Local de Sant Andreu de la Barca,"Pl. de l' Ajuntament, 1",08740,Sant Andreu de la Barca,81960,414076.0656772693,4589235.9378034035,41.4501291,1.97134315,POINT (1.97134315 41.4501291)
17920,Policia Local de Vandellòs i l'Hospitalet de l'Infant,"Pl. d' Aster, s/n",43890,Vandellòs i l'Hospitalet de l'Infant,431628,324589.3956793858,4539910.786309951,40.991526218,0.914631718,POINT (0.914631718 40.991526218)
17794,Policia Local de la Jonquera,"Pl. de l' Ajuntament, 3",17700,La Jonquera,170865,489557.735,4696063.042,42.416804525,2.873080913,POINT (2.873080913 42.416804525)
17785,Policia Local de la Garriga,"Pl. de l' Església, 2",08530,La Garriga,80885,440569.38369325915,4615059.941823139,41.685094932,2.285903756,POINT (2.285903756 41.685094932)
17886,Policia Local de Santa Cristina d'Aro,"C. Teulera, 3",17246,Santa Cristina d'Aro,171812,500039.9197142218,4628742.452803206,41.810552668,3.000480597,POINT (3.000480597 41.810552668)
17767,Policia Local de Castelló d'Empúries,"Puigmal, 1",17487,Castelló d'Empúries,170470,508647.64860826696,4678633.402844167,42.259853185,3.104845613,POINT (3.104845613 42.259853185)
17774,Policia Local de Cornellà de Llobregat,"C. de Rubió i Ors, 65",08940,Cornellà de Llobregat,80734,422105.84617994964,4578435.710132355,41.353638181,2.068710197,POINT (2.068710197 41.353638181)
17807,Policia Local del Masnou,"C. de Joan Miró, 150",08320,El Masnou,81189,443636.41700652364,4592596.471724017,41.483078028,2.32495943,POINT (2.32495943 41.483078028)
21651,Policia Local  de l'Ampolla,"Pl. de Manel Ferré i Solé, 3",43895,L'Ampolla,439060,307232.64167191304,4520655.855151252,40.814292577,0.714413677,POINT (0.714413677 40.814292577)
17900,Policia Local de Solsona,"C. del Castell, 20",25280,Solsona,252075,377177.05936588487,4650243.755363344,41.994631822,1.517089067,POINT (1.517089067 41.994631822)
17758,Policia Local de Canet de Mar,"C. de les Drassanes del Pla, 30",08360,Canet de Mar,80403,465734.69000263646,4604291.256184913,41.589582328,2.588887344,POINT (2.588887344 41.589582328)
17910,Policia Local de Torredembarra,"C. de la Riera de Gaià, 20-24",43830,Torredembarra,431536,365147.028,4557212.917,41.155038435,1.392802197,POINT (1.392802197 41.155038435)
17887,Policia Local de Santa Eulàlia de Ronçana,"C. de la Verge del Remei, s/n",08187,Santa Eulàlia de Ronçana,82482,435779.7053438466,4610325.405824352,41.642081928,2.228866539,POINT (2.228866539 41.642081928)
17730,Policia Local d'Arenys de Mar,"C. d' Auterive, s/n, (cantonada carrer de l'Hospital)",08350,Arenys de Mar,80060,462201.0989790209,4603560.444863023,41.582836,2.546569,POINT (2.546569 41.582836)
17922,Guàrdia Urbana de Vic,"C. de l' Era d'en Sellés, 10",08500,Vic,82981,437707.24032268015,4642745.808464596,41.936022505,2.249775922,POINT (2.249775922 41.936022505)
17727,Policia Local d'Anglès,"Pl. de la Vila, 1",17160,Anglès,170084,470156.6725277577,4645104.237910572,41.957356067,2.639890623,POINT (2.639890623 41.957356067)
17851,Policia Municipal de Sabadell,"C. de Pau Claris, 100",08205,Sabadell,81878,424989.2799947557,4599172.96440584,41.54069867,2.100708578,POINT (2.100708578 41.54069867)
17757,Policia Local de Cambrils,"Pl. de l' Ajuntament, 4",43850,Cambrils,430385,336800.92671839835,4548491.450958449,41.071317909,1.057416921,POINT (1.057416921 41.071317909)
17870,Policia Local de Sant Fruitós de Bages,"Pl. de l' Ajuntament, s/n",08272,Sant Fruitós de Bages,82135,406366.15790511976,4622735.898241676,41.750988,1.873806,POINT (1.873806 41.750988)
17927,Policia Local de Vilanova del Vallès,"Pl. de l' Ajuntament, 1",08410,Vilanova del Vallès,89024,440711.7005785588,4600518.246197479,41.554132966,2.289067336,POINT (2.289067336 41.554132966)
17804,Policia Local de Manlleu,"Pl. de  Fra Bernadí, 5",08560,Manlleu,81120,440678.1140131959,4650005.68017894,41.999831834,2.283708416,POINT (2.283708416 41.999831834)
17748,Policia Local de Cabrils,"C. Luis Colmenar, 2",08348,Cabrils,80305,447278.0742303981,4597417.25256715,41.52778424,2.369204575,POINT (2.369204575 41.52778424)
17849,Policia Local de Roses,"C. de Tarragona, 64",17480,Roses,171523,514463.3055330613,4679148.465516342,42.264405816,3.175368263,POINT (3.175368263 42.264405816)
17815,Policia Local de Montblanc,"C. de la Muralla de Sant Jordi, 35",43400,Montblanc,430862,346097.51466772944,4582169.883636368,41.37633984,1.159571656,POINT (1.159571656 41.37633984)
17832,Policia Local del Papiol,"C. d' Aribau, 11",08754,El Papiol,81580,416964.78385587304,4587614.835371807,41.43581233,2.00610974,POINT (2.00610974 41.43581233)
17822,Policia Local de Navàs,"Pl. de l' Ajuntament, 8",08670,Navàs,81419,407037.39256434893,4639291.846817452,41.90010064,1.879261195,POINT (1.879261195 41.90010064)
17736,Policia Local de Balaguer,"Pl. del Mercadal, 1",25600,Balaguer,250404,317583.78281426436,4628740.456189017,41.789553072,0.804654199,POINT (0.804654199 41.789553072)
17865,Policia Local de Sant Esteve Sesrovires,"C. Major, 12",08635,Sant Esteve Sesrovires,82080,406050.3795897402,4594159.24933166,41.493547152,1.874473665,POINT (1.874473665 41.493547152)
17891,Policia Local de Santa Perpètua de Mogoda,"Pl. de la Vila, 5",08130,Santa Perpètua de Mogoda,82606,431879.49102811835,4598428.398971858,41.534609051,2.183390098,POINT (2.183390098 41.534609051)
17909,Policia Local de Torelló,"C. Ter, 33-35",08570,Torelló,82858,438306.76455942047,4655438.66059503,42.0485783,2.254506078,POINT (2.254506078 42.0485783)
17857,Policia Local de Sant Andreu de Llavaneres,"C. de la Indústria, 4, (polígon industrial)",08392,Sant Andreu de Llavaneres,81976,457361.30431675765,4601035.43967021,41.559854149,2.488658896,POINT (2.488658896 41.559854149)
17921,Policia Local del Vendrell,"Ctra. de Calafell, s/n",43700,El Vendrell,431634,377666.3883284591,4564471.801667453,41.222389852,1.540510019,POINT (1.540510019 41.222389852)
17878,Policia Local de Sant Quirze del Vallès,"Rda. de Santa Julita, 71",08192,Sant Quirze del Vallès,82384,423674.7963390727,4598696.171640274,41.536333434,2.084995917,POINT (2.084995917 41.536333434)
