any;municipi;concepte;indicador;estat;valor
2020;Cercs;renda familiar disponible bruta;valor (milers €);p;19275
2020;Cercs;renda familiar disponible bruta;per habitant (€);p;16504
2020;Cercs;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94
2020;Cerdanyola del Vallès;renda familiar disponible bruta;valor (milers €);p;1093382
2020;Cerdanyola del Vallès;renda familiar disponible bruta;per habitant (€);p;19006
2020;Cerdanyola del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;108,3
2020;Cervelló;renda familiar disponible bruta;valor (milers €);p;176908
2020;Cervelló;renda familiar disponible bruta;per habitant (€);p;19448
2020;Cervelló;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;110,8
2020;Cervera;renda familiar disponible bruta;valor (milers €);p;129812
2020;Cervera;renda familiar disponible bruta;per habitant (€);p;14168
2020;Cervera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;80,7
2020;Collbató;renda familiar disponible bruta;valor (milers €);p;97601
2020;Collbató;renda familiar disponible bruta;per habitant (€);p;21357
2020;Collbató;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;121,7
2020;Constantí;renda familiar disponible bruta;valor (milers €);p;83054
2020;Constantí;renda familiar disponible bruta;per habitant (€);p;12328
2020;Constantí;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;70,2
2020;Corbera d'Ebre;renda familiar disponible bruta;valor (milers €);p;13194
2020;Corbera d'Ebre;renda familiar disponible bruta;per habitant (€);p;13453
2020;Corbera d'Ebre;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;76,6
2020;Corbera de Llobregat;renda familiar disponible bruta;valor (milers €);p;277788
2020;Corbera de Llobregat;renda familiar disponible bruta;per habitant (€);p;18702
2020;Corbera de Llobregat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;106,5
2020;Corbins;renda familiar disponible bruta;valor (milers €);p;19674
2020;Corbins;renda familiar disponible bruta;per habitant (€);p;13485
2020;Corbins;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;76,8
2020;Corçà;renda familiar disponible bruta;valor (milers €);p;20612
2020;Corçà;renda familiar disponible bruta;per habitant (€);p;16442
2020;Corçà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,7
2020;Cornellà de Llobregat;renda familiar disponible bruta;valor (milers €);p;1465693
2020;Cornellà de Llobregat;renda familiar disponible bruta;per habitant (€);p;16461
2020;Cornellà de Llobregat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,8
2020;Cornellà del Terri;renda familiar disponible bruta;valor (milers €);p;39997
2020;Cornellà del Terri;renda familiar disponible bruta;per habitant (€);p;16701
2020;Cornellà del Terri;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,1
2020;Creixell;renda familiar disponible bruta;valor (milers €);p;56186
2020;Creixell;renda familiar disponible bruta;per habitant (€);p;14557
2020;Creixell;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82,9
2020;Cruïlles, Monells i Sant Sadurní de l'Heura;renda familiar disponible bruta;valor (milers €);p;24288
2020;Cruïlles, Monells i Sant Sadurní de l'Heura;renda familiar disponible bruta;per habitant (€);p;18972
2020;Cruïlles, Monells i Sant Sadurní de l'Heura;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;108,1
2020;Cubelles;renda familiar disponible bruta;valor (milers €);p;268692
2020;Cubelles;renda familiar disponible bruta;per habitant (€);p;17151
2020;Cubelles;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,7
2020;Cunit;renda familiar disponible bruta;valor (milers €);p;192440
2020;Cunit;renda familiar disponible bruta;per habitant (€);p;14002
2020;Cunit;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,8
2020;Deltebre;renda familiar disponible bruta;valor (milers €);p;151670
2020;Deltebre;renda familiar disponible bruta;per habitant (€);p;13111
2020;Deltebre;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;74,7
2020;Dosrius;renda familiar disponible bruta;valor (milers €);p;99181
2020;Dosrius;renda familiar disponible bruta;per habitant (€);p;17680
2020;Dosrius;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,7
2020;Escala, l';renda familiar disponible bruta;valor (milers €);p;146864
2020;Escala, l';renda familiar disponible bruta;per habitant (€);p;14496
2020;Escala, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82,6
2020;Esparreguera;renda familiar disponible bruta;valor (milers €);p;391329
2020;Esparreguera;renda familiar disponible bruta;per habitant (€);p;17638
2020;Esparreguera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,5
2020;Espluga de Francolí, l';renda familiar disponible bruta;valor (milers €);p;61687
2020;Espluga de Francolí, l';renda familiar disponible bruta;per habitant (€);p;16658
2020;Espluga de Francolí, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,9
2020;Esplugues de Llobregat;renda familiar disponible bruta;valor (milers €);p;955516
2020;Esplugues de Llobregat;renda familiar disponible bruta;per habitant (€);p;20477
2020;Esplugues de Llobregat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;116,7
2020;Esquirol, l';renda familiar disponible bruta;valor (milers €);p;37628
2020;Esquirol, l';renda familiar disponible bruta;per habitant (€);p;17355
2020;Esquirol, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98,9
2020;Falset;renda familiar disponible bruta;valor (milers €);p;43054
2020;Falset;renda familiar disponible bruta;per habitant (€);p;15811
2020;Falset;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;90,1
2020;Figaró-Montmany;renda familiar disponible bruta;valor (milers €);p;17040
2020;Figaró-Montmany;renda familiar disponible bruta;per habitant (€);p;15045
2020;Figaró-Montmany;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;85,7
2020;Figueres;renda familiar disponible bruta;valor (milers €);p;611788
2020;Figueres;renda familiar disponible bruta;per habitant (€);p;13284
2020;Figueres;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;75,7
2020;Flaçà;renda familiar disponible bruta;valor (milers €);p;17780
2020;Flaçà;renda familiar disponible bruta;per habitant (€);p;16049
2020;Flaçà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91,4
2020;Flix;renda familiar disponible bruta;valor (milers €);p;58249
2020;Flix;renda familiar disponible bruta;per habitant (€);p;17155
2020;Flix;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,7
2020;Fogars de la Selva;renda familiar disponible bruta;valor (milers €);p;24258
2020;Fogars de la Selva;renda familiar disponible bruta;per habitant (€);p;16444
2020;Fogars de la Selva;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,7
2020;Folgueroles;renda familiar disponible bruta;valor (milers €);p;41784
2020;Folgueroles;renda familiar disponible bruta;per habitant (€);p;18635
2020;Folgueroles;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;106,2
2020;Fonollosa;renda familiar disponible bruta;valor (milers €);p;27468
2020;Fonollosa;renda familiar disponible bruta;per habitant (€);p;18732
2020;Fonollosa;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;106,7
2020;Fontcoberta;renda familiar disponible bruta;valor (milers €);p;26992
2020;Fontcoberta;renda familiar disponible bruta;per habitant (€);p;18501
2020;Fontcoberta;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;105,4
2020;Font-rubí;renda familiar disponible bruta;valor (milers €);p;23057
2020;Font-rubí;renda familiar disponible bruta;per habitant (€);p;16121
2020;Font-rubí;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91,8
2020;Forallac;renda familiar disponible bruta;valor (milers €);p;32582
2020;Forallac;renda familiar disponible bruta;per habitant (€);p;19422
2020;Forallac;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;110,6
2020;Fornells de la Selva;renda familiar disponible bruta;valor (milers €);p;65925
2020;Fornells de la Selva;renda familiar disponible bruta;per habitant (€);p;25231
2020;Fornells de la Selva;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;143,7
2020;Franqueses del Vallès, les;renda familiar disponible bruta;valor (milers €);p;337552
2020;Franqueses del Vallès, les;renda familiar disponible bruta;per habitant (€);p;16610
2020;Franqueses del Vallès, les;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,6
2020;Fuliola, la;renda familiar disponible bruta;valor (milers €);p;15607
2020;Fuliola, la;renda familiar disponible bruta;per habitant (€);p;12533
2020;Fuliola, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;71,4
2020;Gandesa;renda familiar disponible bruta;valor (milers €);p;42156
2020;Gandesa;renda familiar disponible bruta;per habitant (€);p;13768
2020;Gandesa;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;78,4
2020;Garriga, la;renda familiar disponible bruta;valor (milers €);p;313028
2020;Garriga, la;renda familiar disponible bruta;per habitant (€);p;18776
2020;Garriga, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;107
2020;Gavà;renda familiar disponible bruta;valor (milers €);p;882676
2020;Gavà;renda familiar disponible bruta;per habitant (€);p;18904
2020;Gavà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;107,7
2020;Gelida;renda familiar disponible bruta;valor (milers €);p;128330
2020;Gelida;renda familiar disponible bruta;per habitant (€);p;16635
2020;Gelida;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,8
2020;Gimenells i el Pla de la Font;renda familiar disponible bruta;valor (milers €);p;14518
2020;Gimenells i el Pla de la Font;renda familiar disponible bruta;per habitant (€);p;13166
2020;Gimenells i el Pla de la Font;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;75
2020;Girona;renda familiar disponible bruta;valor (milers €);p;1746008
2020;Girona;renda familiar disponible bruta;per habitant (€);p;17479
2020;Girona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;99,6
2020;Gironella;renda familiar disponible bruta;valor (milers €);p;82389
2020;Gironella;renda familiar disponible bruta;per habitant (€);p;16739
2020;Gironella;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,4
2020;Golmés;renda familiar disponible bruta;valor (milers €);p;29488
2020;Golmés;renda familiar disponible bruta;per habitant (€);p;15620
2020;Golmés;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89
2020;Granada, la;renda familiar disponible bruta;valor (milers €);p;38138
2020;Granada, la;renda familiar disponible bruta;per habitant (€);p;17237
2020;Granada, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98,2
2020;Granollers;renda familiar disponible bruta;valor (milers €);p;1111956
2020;Granollers;renda familiar disponible bruta;per habitant (€);p;17837
2020;Granollers;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;101,6
2020;Gualba;renda familiar disponible bruta;valor (milers €);p;26679
2020;Gualba;renda familiar disponible bruta;per habitant (€);p;17060
2020;Gualba;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,2
2020;Guissona;renda familiar disponible bruta;valor (milers €);p;104540
2020;Guissona;renda familiar disponible bruta;per habitant (€);p;14657
2020;Guissona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;83,5
2020;Gurb;renda familiar disponible bruta;valor (milers €);p;56106
2020;Gurb;renda familiar disponible bruta;per habitant (€);p;20940
2020;Gurb;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;119,3
2020;Horta de Sant Joan;renda familiar disponible bruta;valor (milers €);p;16007
2020;Horta de Sant Joan;renda familiar disponible bruta;per habitant (€);p;14177
2020;Horta de Sant Joan;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;80,8
2020;Hospitalet de Llobregat, l';renda familiar disponible bruta;valor (milers €);p;4078162
2020;Hospitalet de Llobregat, l';renda familiar disponible bruta;per habitant (€);p;15332
2020;Hospitalet de Llobregat, l';renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,3
2020;Hostalets de Pierola, els;renda familiar disponible bruta;valor (milers €);p;49083
2020;Hostalets de Pierola, els;renda familiar disponible bruta;per habitant (€);p;16217
2020;Hostalets de Pierola, els;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;92,4
2020;Hostalric;renda familiar disponible bruta;valor (milers €);p;65557
2020;Hostalric;renda familiar disponible bruta;per habitant (€);p;15508
2020;Hostalric;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,3
2020;Igualada;renda familiar disponible bruta;valor (milers €);p;663429
2020;Igualada;renda familiar disponible bruta;per habitant (€);p;16232
2020;Igualada;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;92,5
2020;Isona i Conca Dellà;renda familiar disponible bruta;valor (milers €);p;15859
2020;Isona i Conca Dellà;renda familiar disponible bruta;per habitant (€);p;15294
2020;Isona i Conca Dellà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,1
2020;Ivars d'Urgell;renda familiar disponible bruta;valor (milers €);p;23496
2020;Ivars d'Urgell;renda familiar disponible bruta;per habitant (€);p;14943
2020;Ivars d'Urgell;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;85,1
2020;Jonquera, la;renda familiar disponible bruta;valor (milers €);p;40493
2020;Jonquera, la;renda familiar disponible bruta;per habitant (€);p;12447
2020;Jonquera, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;70,9
2020;Juneda;renda familiar disponible bruta;valor (milers €);p;50010
2020;Juneda;renda familiar disponible bruta;per habitant (€);p;14080
2020;Juneda;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;80,2
2020;Linyola;renda familiar disponible bruta;valor (milers €);p;37253
2020;Linyola;renda familiar disponible bruta;per habitant (€);p;13455
2020;Linyola;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;76,7
2020;Llagosta, la;renda familiar disponible bruta;valor (milers €);p;207865
2020;Llagosta, la;renda familiar disponible bruta;per habitant (€);p;15513
2020;Llagosta, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,4
2020;Llagostera;renda familiar disponible bruta;valor (milers €);p;131194
2020;Llagostera;renda familiar disponible bruta;per habitant (€);p;15409
2020;Llagostera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,8
2020;Llançà;renda familiar disponible bruta;valor (milers €);p;74265
2020;Llançà;renda familiar disponible bruta;per habitant (€);p;15809
2020;Llançà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;90,1
2020;Lleida;renda familiar disponible bruta;valor (milers €);p;2256716
2020;Lleida;renda familiar disponible bruta;per habitant (€);p;16328
2020;Lleida;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93
2020;Llers;renda familiar disponible bruta;valor (milers €);p;20665
2020;Llers;renda familiar disponible bruta;per habitant (€);p;16997
2020;Llers;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;96,8
2020;Lliçà d'Amunt;renda familiar disponible bruta;valor (milers €);p;287022
2020;Lliçà d'Amunt;renda familiar disponible bruta;per habitant (€);p;18465
2020;Lliçà d'Amunt;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;105,2
2020;Lliçà de Vall;renda familiar disponible bruta;valor (milers €);p;140910
2020;Lliçà de Vall;renda familiar disponible bruta;per habitant (€);p;21588
2020;Lliçà de Vall;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;123
2020;Llinars del Vallès;renda familiar disponible bruta;valor (milers €);p;175061
2020;Llinars del Vallès;renda familiar disponible bruta;per habitant (€);p;17420
2020;Llinars del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;99,2
2020;Llívia;renda familiar disponible bruta;valor (milers €);p;21104
2020;Llívia;renda familiar disponible bruta;per habitant (€);p;14477
2020;Llívia;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82,5
2020;Llorenç del Penedès;renda familiar disponible bruta;valor (milers €);p;37580
2020;Llorenç del Penedès;renda familiar disponible bruta;per habitant (€);p;15810
2020;Llorenç del Penedès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;90,1
2020;Lloret de Mar;renda familiar disponible bruta;valor (milers €);p;434023
2020;Lloret de Mar;renda familiar disponible bruta;per habitant (€);p;11425
2020;Lloret de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;65,1
2020;Maçanet de la Selva;renda familiar disponible bruta;valor (milers €);p;103599
2020;Maçanet de la Selva;renda familiar disponible bruta;per habitant (€);p;14659
2020;Maçanet de la Selva;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;83,5
2020;Malgrat de Mar;renda familiar disponible bruta;valor (milers €);p;279027
2020;Malgrat de Mar;renda familiar disponible bruta;per habitant (€);p;14949
2020;Malgrat de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;85,2
2020;Manlleu;renda familiar disponible bruta;valor (milers €);p;319267
2020;Manlleu;renda familiar disponible bruta;per habitant (€);p;15476
2020;Manlleu;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,2
2020;Manresa;renda familiar disponible bruta;valor (milers €);p;1270555
2020;Manresa;renda familiar disponible bruta;per habitant (€);p;16362
2020;Manresa;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,2
2020;Martorell;renda familiar disponible bruta;valor (milers €);p;440844
2020;Martorell;renda familiar disponible bruta;per habitant (€);p;15449
2020;Martorell;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88
2020;Martorelles;renda familiar disponible bruta;valor (milers €);p;88407
2020;Martorelles;renda familiar disponible bruta;per habitant (€);p;18368
2020;Martorelles;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;104,6
2020;Masdenverge;renda familiar disponible bruta;valor (milers €);p;14718
2020;Masdenverge;renda familiar disponible bruta;per habitant (€);p;13308
2020;Masdenverge;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;75,8
2020;Masies de Voltregà, les;renda familiar disponible bruta;valor (milers €);p;58825
2020;Masies de Voltregà, les;renda familiar disponible bruta;per habitant (€);p;18851
2020;Masies de Voltregà, les;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;107,4
2020;Masnou, el;renda familiar disponible bruta;valor (milers €);p;482755
2020;Masnou, el;renda familiar disponible bruta;per habitant (€);p;20463
2020;Masnou, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;116,6
2020;Masquefa;renda familiar disponible bruta;valor (milers €);p;149427
2020;Masquefa;renda familiar disponible bruta;per habitant (€);p;15684
2020;Masquefa;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,4
2020;Matadepera;renda familiar disponible bruta;valor (milers €);p;269060
2020;Matadepera;renda familiar disponible bruta;per habitant (€);p;28077
2020;Matadepera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;160
2020;Mataró;renda familiar disponible bruta;valor (milers €);p;1995952
2020;Mataró;renda familiar disponible bruta;per habitant (€);p;15588
2020;Mataró;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,8
2020;Mediona;renda familiar disponible bruta;valor (milers €);p;36792
2020;Mediona;renda familiar disponible bruta;per habitant (€);p;15333
2020;Mediona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,4
2020;Miralcamp;renda familiar disponible bruta;valor (milers €);p;18764
2020;Miralcamp;renda familiar disponible bruta;per habitant (€);p;13405
2020;Miralcamp;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;76,4
2020;Moià;renda familiar disponible bruta;valor (milers €);p;101773
2020;Moià;renda familiar disponible bruta;per habitant (€);p;15974
2020;Moià;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91
2020;Molins de Rei;renda familiar disponible bruta;valor (milers €);p;509661
2020;Molins de Rei;renda familiar disponible bruta;per habitant (€);p;19712
2020;Molins de Rei;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;112,3
2020;Mollerussa;renda familiar disponible bruta;valor (milers €);p;241006
2020;Mollerussa;renda familiar disponible bruta;per habitant (€);p;16223
2020;Mollerussa;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;92,4
2020;Mollet del Vallès;renda familiar disponible bruta;valor (milers €);p;846804
2020;Mollet del Vallès;renda familiar disponible bruta;per habitant (€);p;16511
2020;Mollet del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,1
2020;Monistrol de Montserrat;renda familiar disponible bruta;valor (milers €);p;49274
2020;Monistrol de Montserrat;renda familiar disponible bruta;per habitant (€);p;15714
2020;Monistrol de Montserrat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,5
2020;Montblanc;renda familiar disponible bruta;valor (milers €);p;121797
2020;Montblanc;renda familiar disponible bruta;per habitant (€);p;16549
2020;Montblanc;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,3
2020;Montbrió del Camp;renda familiar disponible bruta;valor (milers €);p;46764
2020;Montbrió del Camp;renda familiar disponible bruta;per habitant (€);p;15756
2020;Montbrió del Camp;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,8
2020;Montcada i Reixac;renda familiar disponible bruta;valor (milers €);p;586472
2020;Montcada i Reixac;renda familiar disponible bruta;per habitant (€);p;15939
2020;Montcada i Reixac;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;90,8
2020;Montesquiu;renda familiar disponible bruta;valor (milers €);p;15856
2020;Montesquiu;renda familiar disponible bruta;per habitant (€);p;15429
2020;Montesquiu;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,9
2020;Montferrer i Castellbò;renda familiar disponible bruta;valor (milers €);p;13322
2020;Montferrer i Castellbò;renda familiar disponible bruta;per habitant (€);p;12733
2020;Montferrer i Castellbò;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;72,5
2020;Montgat;renda familiar disponible bruta;valor (milers €);p;231979
2020;Montgat;renda familiar disponible bruta;per habitant (€);p;19167
2020;Montgat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;109,2
2020;Montmell, el;renda familiar disponible bruta;valor (milers €);p;21481
2020;Montmell, el;renda familiar disponible bruta;per habitant (€);p;13031
2020;Montmell, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;74,2
2020;Montmeló;renda familiar disponible bruta;valor (milers €);p;147590
2020;Montmeló;renda familiar disponible bruta;per habitant (€);p;16773
2020;Montmeló;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,6
2020;Montornès del Vallès;renda familiar disponible bruta;valor (milers €);p;268145
2020;Montornès del Vallès;renda familiar disponible bruta;per habitant (€);p;16061
2020;Montornès del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91,5
2020;Mont-ras;renda familiar disponible bruta;valor (milers €);p;29032
2020;Mont-ras;renda familiar disponible bruta;per habitant (€);p;17569
2020;Mont-ras;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,1
2020;Mont-roig del Camp;renda familiar disponible bruta;valor (milers €);p;172962
2020;Mont-roig del Camp;renda familiar disponible bruta;per habitant (€);p;13658
2020;Mont-roig del Camp;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;77,8
2020;Móra d'Ebre;renda familiar disponible bruta;valor (milers €);p;92180
2020;Móra d'Ebre;renda familiar disponible bruta;per habitant (€);p;16512
2020;Móra d'Ebre;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,1
2020;Móra la Nova;renda familiar disponible bruta;valor (milers €);p;43802
2020;Móra la Nova;renda familiar disponible bruta;per habitant (€);p;14211
2020;Móra la Nova;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;81
2020;Morell, el;renda familiar disponible bruta;valor (milers €);p;58847
2020;Morell, el;renda familiar disponible bruta;per habitant (€);p;15647
2020;Morell, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,1
2020;Naut Aran;renda familiar disponible bruta;valor (milers €);p;29333
2020;Naut Aran;renda familiar disponible bruta;per habitant (€);p;15719
2020;Naut Aran;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,5
2020;Navarcles;renda familiar disponible bruta;valor (milers €);p;104825
2020;Navarcles;renda familiar disponible bruta;per habitant (€);p;17417
2020;Navarcles;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;99,2
2020;Navàs;renda familiar disponible bruta;valor (milers €);p;101742
2020;Navàs;renda familiar disponible bruta;per habitant (€);p;17093
2020;Navàs;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,4
2020;Navata;renda familiar disponible bruta;valor (milers €);p;27396
2020;Navata;renda familiar disponible bruta;per habitant (€);p;19603
2020;Navata;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;111,7
2020;Òdena;renda familiar disponible bruta;valor (milers €);p;56484
2020;Òdena;renda familiar disponible bruta;per habitant (€);p;15348
2020;Òdena;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,4
2020;Olèrdola;renda familiar disponible bruta;valor (milers €);p;65465
2020;Olèrdola;renda familiar disponible bruta;per habitant (€);p;17154
2020;Olèrdola;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,7
2020;Olesa de Bonesvalls;renda familiar disponible bruta;valor (milers €);p;33569
2020;Olesa de Bonesvalls;renda familiar disponible bruta;per habitant (€);p;17800
2020;Olesa de Bonesvalls;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;101,4
2020;Olesa de Montserrat;renda familiar disponible bruta;valor (milers €);p;398184
2020;Olesa de Montserrat;renda familiar disponible bruta;per habitant (€);p;16603
2020;Olesa de Montserrat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,6
2020;Oliana;renda familiar disponible bruta;valor (milers €);p;28743
2020;Oliana;renda familiar disponible bruta;per habitant (€);p;15705
2020;Oliana;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,5
2020;Olivella;renda familiar disponible bruta;valor (milers €);p;72340
2020;Olivella;renda familiar disponible bruta;per habitant (€);p;18225
2020;Olivella;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;103,8
2020;Olost;renda familiar disponible bruta;valor (milers €);p;20976
2020;Olost;renda familiar disponible bruta;per habitant (€);p;17732
2020;Olost;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;101
2020;Olot;renda familiar disponible bruta;valor (milers €);p;579358
2020;Olot;renda familiar disponible bruta;per habitant (€);p;16347
2020;Olot;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,1
2020;Os de Balaguer;renda familiar disponible bruta;valor (milers €);..; 
2020;Os de Balaguer;renda familiar disponible bruta;per habitant (€);..; 
2020;Os de Balaguer;renda familiar disponible bruta;per habitant (índex Catalunya=100);..; 
2020;Palafolls;renda familiar disponible bruta;valor (milers €);p;146280
2020;Palafolls;renda familiar disponible bruta;per habitant (€);p;15350
2020;Palafolls;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,4
2020;Palafrugell;renda familiar disponible bruta;valor (milers €);p;306503
2020;Palafrugell;renda familiar disponible bruta;per habitant (€);p;13432
2020;Palafrugell;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;76,5
2020;Palamós;renda familiar disponible bruta;valor (milers €);p;276760
2020;Palamós;renda familiar disponible bruta;per habitant (€);p;15453
2020;Palamós;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88
2020;Palau d'Anglesola, el;renda familiar disponible bruta;valor (milers €);p;35083
2020;Palau d'Anglesola, el;renda familiar disponible bruta;per habitant (€);p;15773
2020;Palau d'Anglesola, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,9
2020;Palau-saverdera;renda familiar disponible bruta;valor (milers €);p;18926
2020;Palau-saverdera;renda familiar disponible bruta;per habitant (€);p;13151
2020;Palau-saverdera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;74,9
2020;Palau-solità i Plegamans;renda familiar disponible bruta;valor (milers €);p;269967
2020;Palau-solità i Plegamans;renda familiar disponible bruta;per habitant (€);p;18115
2020;Palau-solità i Plegamans;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;103,2
2020;Pallaresos, els;renda familiar disponible bruta;valor (milers €);p;86970
2020;Pallaresos, els;renda familiar disponible bruta;per habitant (€);p;17778
