any;municipi;concepte;indicador;estat;valor
2020;Pallaresos, els;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;101,3
2020;Pallejà;renda familiar disponible bruta;valor (milers €);p;225040
2020;Pallejà;renda familiar disponible bruta;per habitant (€);p;19477
2020;Pallejà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;111
2020;Palma de Cervelló, la;renda familiar disponible bruta;valor (milers €);p;58659
2020;Palma de Cervelló, la;renda familiar disponible bruta;per habitant (€);p;19657
2020;Palma de Cervelló, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;112
2020;Pals;renda familiar disponible bruta;valor (milers €);p;39072
2020;Pals;renda familiar disponible bruta;per habitant (€);p;16138
2020;Pals;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91,9
2020;Papiol, el;renda familiar disponible bruta;valor (milers €);p;74120
2020;Papiol, el;renda familiar disponible bruta;per habitant (€);p;17753
2020;Papiol, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;101,1
2020;Parets del Vallès;renda familiar disponible bruta;valor (milers €);p;340309
2020;Parets del Vallès;renda familiar disponible bruta;per habitant (€);p;17952
2020;Parets del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;102,3
2020;Perafort;renda familiar disponible bruta;valor (milers €);p;20673
2020;Perafort;renda familiar disponible bruta;per habitant (€);p;16181
2020;Perafort;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;92,2
2020;Peralada;renda familiar disponible bruta;valor (milers €);p;34840
2020;Peralada;renda familiar disponible bruta;per habitant (€);p;18559
2020;Peralada;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;105,7
2020;Perelló, el;renda familiar disponible bruta;valor (milers €);p;34779
2020;Perelló, el;renda familiar disponible bruta;per habitant (€);p;12253
2020;Perelló, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;69,8
2020;Piera;renda familiar disponible bruta;valor (milers €);p;251553
2020;Piera;renda familiar disponible bruta;per habitant (€);p;15435
2020;Piera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,9
2020;Pineda de Mar;renda familiar disponible bruta;valor (milers €);p;387946
2020;Pineda de Mar;renda familiar disponible bruta;per habitant (€);p;14011
2020;Pineda de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,8
2020;Pla de Santa Maria, el;renda familiar disponible bruta;valor (milers €);p;35254
2020;Pla de Santa Maria, el;renda familiar disponible bruta;per habitant (€);p;14986
2020;Pla de Santa Maria, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;85,4
2020;Pla del Penedès, el;renda familiar disponible bruta;valor (milers €);p;19836
2020;Pla del Penedès, el;renda familiar disponible bruta;per habitant (€);p;15335
2020;Pla del Penedès, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,4
2020;Planes d'Hostoles, les;renda familiar disponible bruta;valor (milers €);p;27312
2020;Planes d'Hostoles, les;renda familiar disponible bruta;per habitant (€);p;16260
2020;Planes d'Hostoles, les;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;92,6
2020;Pobla de Claramunt, la;renda familiar disponible bruta;valor (milers €);p;35903
2020;Pobla de Claramunt, la;renda familiar disponible bruta;per habitant (€);p;16324
2020;Pobla de Claramunt, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93
2020;Pobla de Lillet, la;renda familiar disponible bruta;valor (milers €);p;19138
2020;Pobla de Lillet, la;renda familiar disponible bruta;per habitant (€);p;17786
2020;Pobla de Lillet, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;101,3
2020;Pobla de Mafumet, la;renda familiar disponible bruta;valor (milers €);p;48879
2020;Pobla de Mafumet, la;renda familiar disponible bruta;per habitant (€);p;12148
2020;Pobla de Mafumet, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;69,2
2020;Pobla de Montornès, la;renda familiar disponible bruta;valor (milers €);p;46379
2020;Pobla de Montornès, la;renda familiar disponible bruta;per habitant (€);p;15666
2020;Pobla de Montornès, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,2
2020;Pobla de Segur, la;renda familiar disponible bruta;valor (milers €);p;47121
2020;Pobla de Segur, la;renda familiar disponible bruta;per habitant (€);p;15677
2020;Pobla de Segur, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,3
2020;Polinyà;renda familiar disponible bruta;valor (milers €);p;141535
2020;Polinyà;renda familiar disponible bruta;per habitant (€);p;16655
2020;Polinyà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,9
2020;Pont de Suert, el;renda familiar disponible bruta;valor (milers €);p;34726
2020;Pont de Suert, el;renda familiar disponible bruta;per habitant (€);p;15025
2020;Pont de Suert, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;85,6
2020;Pont de Vilomara i Rocafort, el;renda familiar disponible bruta;valor (milers €);p;60523
2020;Pont de Vilomara i Rocafort, el;renda familiar disponible bruta;per habitant (€);p;15389
2020;Pont de Vilomara i Rocafort, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,7
2020;Ponts;renda familiar disponible bruta;valor (milers €);p;38348
2020;Ponts;renda familiar disponible bruta;per habitant (€);p;14749
2020;Ponts;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;84
2020;Porqueres;renda familiar disponible bruta;valor (milers €);p;80163
2020;Porqueres;renda familiar disponible bruta;per habitant (€);p;17207
2020;Porqueres;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98
2020;Portbou;renda familiar disponible bruta;valor (milers €);p;16615
2020;Portbou;renda familiar disponible bruta;per habitant (€);p;15762
2020;Portbou;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,8
2020;Prat de Llobregat, el;renda familiar disponible bruta;valor (milers €);p;1116304
2020;Prat de Llobregat, el;renda familiar disponible bruta;per habitant (€);p;17164
2020;Prat de Llobregat, el;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,8
2020;Prats de Lluçanès;renda familiar disponible bruta;valor (milers €);p;45722
2020;Prats de Lluçanès;renda familiar disponible bruta;per habitant (€);p;17650
2020;Prats de Lluçanès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,6
2020;Premià de Dalt;renda familiar disponible bruta;valor (milers €);p;261079
2020;Premià de Dalt;renda familiar disponible bruta;per habitant (€);p;25294
2020;Premià de Dalt;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;144,1
2020;Premià de Mar;renda familiar disponible bruta;valor (milers €);p;505825
2020;Premià de Mar;renda familiar disponible bruta;per habitant (€);p;17918
2020;Premià de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;102,1
2020;Preses, les;renda familiar disponible bruta;valor (milers €);p;32997
2020;Preses, les;renda familiar disponible bruta;per habitant (€);p;18028
2020;Preses, les;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;102,7
2020;Puigcerdà;renda familiar disponible bruta;valor (milers €);p;124466
2020;Puigcerdà;renda familiar disponible bruta;per habitant (€);p;13187
2020;Puigcerdà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;75,1
2020;Puigpelat;renda familiar disponible bruta;valor (milers €);p;17730
2020;Puigpelat;renda familiar disponible bruta;per habitant (€);p;14978
2020;Puigpelat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;85,3
2020;Puig-reig;renda familiar disponible bruta;valor (milers €);p;70329
2020;Puig-reig;renda familiar disponible bruta;per habitant (€);p;16416
2020;Puig-reig;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,5
2020;Puigverd de Lleida;renda familiar disponible bruta;valor (milers €);p;20727
2020;Puigverd de Lleida;renda familiar disponible bruta;per habitant (€);p;15391
2020;Puigverd de Lleida;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,7
2020;Quart;renda familiar disponible bruta;valor (milers €);p;69899
2020;Quart;renda familiar disponible bruta;per habitant (€);p;18769
2020;Quart;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;106,9
2020;Ràpita, la;renda familiar disponible bruta;valor (milers €);p;201811
2020;Ràpita, la;renda familiar disponible bruta;per habitant (€);p;13312
2020;Ràpita, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;75,8
2020;Reus;renda familiar disponible bruta;valor (milers €);p;1629000
2020;Reus;renda familiar disponible bruta;per habitant (€);p;15242
2020;Reus;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;86,8
2020;Riba-roja d'Ebre;renda familiar disponible bruta;valor (milers €);p;13982
2020;Riba-roja d'Ebre;renda familiar disponible bruta;per habitant (€);p;12686
2020;Riba-roja d'Ebre;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;72,3
2020;Ribes de Freser;renda familiar disponible bruta;valor (milers €);p;31313
2020;Ribes de Freser;renda familiar disponible bruta;per habitant (€);p;17752
2020;Ribes de Freser;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;101,1
2020;Riells i Viabrea;renda familiar disponible bruta;valor (milers €);p;67996
2020;Riells i Viabrea;renda familiar disponible bruta;per habitant (€);p;16470
2020;Riells i Viabrea;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,8
2020;Riera de Gaià, la;renda familiar disponible bruta;valor (milers €);p;28467
2020;Riera de Gaià, la;renda familiar disponible bruta;per habitant (€);p;16261
2020;Riera de Gaià, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;92,6
2020;Ripoll;renda familiar disponible bruta;valor (milers €);p;177406
2020;Ripoll;renda familiar disponible bruta;per habitant (€);p;16575
2020;Ripoll;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,4
2020;Ripollet;renda familiar disponible bruta;valor (milers €);p;620791
2020;Ripollet;renda familiar disponible bruta;per habitant (€);p;15855
2020;Ripollet;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;90,3
2020;Riudarenes;renda familiar disponible bruta;valor (milers €);p;116433
2020;Riudarenes;renda familiar disponible bruta;per habitant (€);p;52930
2020;Riudarenes;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;301,5
2020;Riudecanyes;renda familiar disponible bruta;valor (milers €);p;18945
2020;Riudecanyes;renda familiar disponible bruta;per habitant (€);p;16078
2020;Riudecanyes;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91,6
2020;Riudecols;renda familiar disponible bruta;valor (milers €);p;20406
2020;Riudecols;renda familiar disponible bruta;per habitant (€);p;16788
2020;Riudecols;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,6
2020;Riudellots de la Selva;renda familiar disponible bruta;valor (milers €);p;36984
2020;Riudellots de la Selva;renda familiar disponible bruta;per habitant (€);p;18191
2020;Riudellots de la Selva;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;103,6
2020;Riudoms;renda familiar disponible bruta;valor (milers €);p;92639
2020;Riudoms;renda familiar disponible bruta;per habitant (€);p;13952
2020;Riudoms;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,5
2020;Roca del Vallès, la;renda familiar disponible bruta;valor (milers €);p;207733
2020;Roca del Vallès, la;renda familiar disponible bruta;per habitant (€);p;19421
2020;Roca del Vallès, la;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;110,6
2020;Roda de Berà;renda familiar disponible bruta;valor (milers €);p;101667
2020;Roda de Berà;renda familiar disponible bruta;per habitant (€);p;14522
2020;Roda de Berà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82,7
2020;Roda de Ter;renda familiar disponible bruta;valor (milers €);p;107858
2020;Roda de Ter;renda familiar disponible bruta;per habitant (€);p;16856
2020;Roda de Ter;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;96
2020;Roquetes;renda familiar disponible bruta;valor (milers €);p;113518
2020;Roquetes;renda familiar disponible bruta;per habitant (€);p;13970
2020;Roquetes;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,6
2020;Roses;renda familiar disponible bruta;valor (milers €);p;230894
2020;Roses;renda familiar disponible bruta;per habitant (€);p;11898
2020;Roses;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;67,8
2020;Rosselló;renda familiar disponible bruta;valor (milers €);p;49085
2020;Rosselló;renda familiar disponible bruta;per habitant (€);p;15509
2020;Rosselló;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,4
2020;Rubí;renda familiar disponible bruta;valor (milers €);p;1264794
2020;Rubí;renda familiar disponible bruta;per habitant (€);p;16100
2020;Rubí;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91,7
2020;Sabadell;renda familiar disponible bruta;valor (milers €);p;3737749
2020;Sabadell;renda familiar disponible bruta;per habitant (€);p;17278
2020;Sabadell;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98,4
2020;Sallent;renda familiar disponible bruta;valor (milers €);p;116342
2020;Sallent;renda familiar disponible bruta;per habitant (€);p;17423
2020;Sallent;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;99,3
2020;Salou;renda familiar disponible bruta;valor (milers €);p;364398
2020;Salou;renda familiar disponible bruta;per habitant (€);p;12696
2020;Salou;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;72,3
2020;Salt;renda familiar disponible bruta;valor (milers €);p;379145
2020;Salt;renda familiar disponible bruta;per habitant (€);p;12106
2020;Salt;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;69
2020;Sant Adrià de Besòs;renda familiar disponible bruta;valor (milers €);p;552385
2020;Sant Adrià de Besòs;renda familiar disponible bruta;per habitant (€);p;14841
2020;Sant Adrià de Besòs;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;84,5
2020;Sant Andreu de la Barca;renda familiar disponible bruta;valor (milers €);p;444276
2020;Sant Andreu de la Barca;renda familiar disponible bruta;per habitant (€);p;16336
2020;Sant Andreu de la Barca;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,1
2020;Sant Andreu de Llavaneres;renda familiar disponible bruta;valor (milers €);p;241966
2020;Sant Andreu de Llavaneres;renda familiar disponible bruta;per habitant (€);p;21945
2020;Sant Andreu de Llavaneres;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;125
2020;Sant Antoni de Vilamajor;renda familiar disponible bruta;valor (milers €);p;125528
2020;Sant Antoni de Vilamajor;renda familiar disponible bruta;per habitant (€);p;19974
2020;Sant Antoni de Vilamajor;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;113,8
2020;Sant Boi de Llobregat;renda familiar disponible bruta;valor (milers €);p;1410322
2020;Sant Boi de Llobregat;renda familiar disponible bruta;per habitant (€);p;16873
2020;Sant Boi de Llobregat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;96,1
2020;Sant Cebrià de Vallalta;renda familiar disponible bruta;valor (milers €);p;60945
2020;Sant Cebrià de Vallalta;renda familiar disponible bruta;per habitant (€);p;17575
2020;Sant Cebrià de Vallalta;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,1
2020;Sant Celoni;renda familiar disponible bruta;valor (milers €);p;294631
2020;Sant Celoni;renda familiar disponible bruta;per habitant (€);p;16256
2020;Sant Celoni;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;92,6
2020;Sant Climent de Llobregat;renda familiar disponible bruta;valor (milers €);p;73516
2020;Sant Climent de Llobregat;renda familiar disponible bruta;per habitant (€);p;17716
2020;Sant Climent de Llobregat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,9
2020;Sant Cugat del Vallès;renda familiar disponible bruta;valor (milers €);p;2352237
2020;Sant Cugat del Vallès;renda familiar disponible bruta;per habitant (€);p;25162
2020;Sant Cugat del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;143,3
2020;Sant Cugat Sesgarrigues;renda familiar disponible bruta;valor (milers €);p;16924
2020;Sant Cugat Sesgarrigues;renda familiar disponible bruta;per habitant (€);p;16776
2020;Sant Cugat Sesgarrigues;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,6
2020;Sant Esteve de Palautordera;renda familiar disponible bruta;valor (milers €);p;52295
2020;Sant Esteve de Palautordera;renda familiar disponible bruta;per habitant (€);p;17875
2020;Sant Esteve de Palautordera;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;101,8
2020;Sant Esteve Sesrovires;renda familiar disponible bruta;valor (milers €);p;151647
2020;Sant Esteve Sesrovires;renda familiar disponible bruta;per habitant (€);p;19736
2020;Sant Esteve Sesrovires;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;112,4
2020;Sant Feliu de Codines;renda familiar disponible bruta;valor (milers €);p;105845
2020;Sant Feliu de Codines;renda familiar disponible bruta;per habitant (€);p;16607
2020;Sant Feliu de Codines;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,6
2020;Sant Feliu de Guíxols;renda familiar disponible bruta;valor (milers €);p;317288
2020;Sant Feliu de Guíxols;renda familiar disponible bruta;per habitant (€);p;14526
2020;Sant Feliu de Guíxols;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;82,8
2020;Sant Feliu de Llobregat;renda familiar disponible bruta;valor (milers €);p;860435
2020;Sant Feliu de Llobregat;renda familiar disponible bruta;per habitant (€);p;19048
2020;Sant Feliu de Llobregat;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;108,5
2020;Sant Feliu de Pallerols;renda familiar disponible bruta;valor (milers €);p;22734
2020;Sant Feliu de Pallerols;renda familiar disponible bruta;per habitant (€);p;16014
2020;Sant Feliu de Pallerols;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;91,2
2020;Sant Fost de Campsentelles;renda familiar disponible bruta;valor (milers €);p;169545
2020;Sant Fost de Campsentelles;renda familiar disponible bruta;per habitant (€);p;19029
2020;Sant Fost de Campsentelles;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;108,4
2020;Sant Fruitós de Bages;renda familiar disponible bruta;valor (milers €);p;164651
2020;Sant Fruitós de Bages;renda familiar disponible bruta;per habitant (€);p;18663
2020;Sant Fruitós de Bages;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;106,3
2020;Sant Gregori;renda familiar disponible bruta;valor (milers €);p;77138
2020;Sant Gregori;renda familiar disponible bruta;per habitant (€);p;19967
2020;Sant Gregori;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;113,7
2020;Sant Guim de Freixenet;renda familiar disponible bruta;valor (milers €);p;15488
2020;Sant Guim de Freixenet;renda familiar disponible bruta;per habitant (€);p;15062
2020;Sant Guim de Freixenet;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;85,8
2020;Sant Hilari Sacalm;renda familiar disponible bruta;valor (milers €);p;85505
2020;Sant Hilari Sacalm;renda familiar disponible bruta;per habitant (€);p;15218
2020;Sant Hilari Sacalm;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;86,7
2020;Sant Hipòlit de Voltregà;renda familiar disponible bruta;valor (milers €);p;68964
2020;Sant Hipòlit de Voltregà;renda familiar disponible bruta;per habitant (€);p;19677
2020;Sant Hipòlit de Voltregà;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;112,1
2020;Sant Iscle de Vallalta;renda familiar disponible bruta;valor (milers €);p;23477
2020;Sant Iscle de Vallalta;renda familiar disponible bruta;per habitant (€);p;17066
2020;Sant Iscle de Vallalta;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,2
2020;Sant Jaume d'Enveja;renda familiar disponible bruta;valor (milers €);p;46233
2020;Sant Jaume d'Enveja;renda familiar disponible bruta;per habitant (€);p;12874
2020;Sant Jaume d'Enveja;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;73,3
2020;Sant Jaume dels Domenys;renda familiar disponible bruta;valor (milers €);p;40933
2020;Sant Jaume dels Domenys;renda familiar disponible bruta;per habitant (€);p;15547
2020;Sant Jaume dels Domenys;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,6
2020;Sant Joan de les Abadesses;renda familiar disponible bruta;valor (milers €);p;56976
2020;Sant Joan de les Abadesses;renda familiar disponible bruta;per habitant (€);p;17698
2020;Sant Joan de les Abadesses;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,8
2020;Sant Joan de Vilatorrada;renda familiar disponible bruta;valor (milers €);p;179656
2020;Sant Joan de Vilatorrada;renda familiar disponible bruta;per habitant (€);p;16550
2020;Sant Joan de Vilatorrada;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;94,3
2020;Sant Joan Despí;renda familiar disponible bruta;valor (milers €);p;668442
2020;Sant Joan Despí;renda familiar disponible bruta;per habitant (€);p;19672
2020;Sant Joan Despí;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;112,1
2020;Sant Joan les Fonts;renda familiar disponible bruta;valor (milers €);p;55797
2020;Sant Joan les Fonts;renda familiar disponible bruta;per habitant (€);p;18659
2020;Sant Joan les Fonts;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;106,3
2020;Sant Julià de Ramis;renda familiar disponible bruta;valor (milers €);p;65259
2020;Sant Julià de Ramis;renda familiar disponible bruta;per habitant (€);p;18659
2020;Sant Julià de Ramis;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;106,3
2020;Sant Julià de Vilatorta;renda familiar disponible bruta;valor (milers €);p;68777
2020;Sant Julià de Vilatorta;renda familiar disponible bruta;per habitant (€);p;22103
2020;Sant Julià de Vilatorta;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;125,9
2020;Sant Julià del Llor i Bonmatí;renda familiar disponible bruta;valor (milers €);p;22214
2020;Sant Julià del Llor i Bonmatí;renda familiar disponible bruta;per habitant (€);p;17249
2020;Sant Julià del Llor i Bonmatí;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98,3
2020;Sant Just Desvern;renda familiar disponible bruta;valor (milers €);p;505967
2020;Sant Just Desvern;renda familiar disponible bruta;per habitant (€);p;26767
2020;Sant Just Desvern;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;152,5
2020;Sant Llorenç d'Hortons;renda familiar disponible bruta;valor (milers €);p;44236
2020;Sant Llorenç d'Hortons;renda familiar disponible bruta;per habitant (€);p;18062
2020;Sant Llorenç d'Hortons;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;102,9
2020;Sant Llorenç Savall;renda familiar disponible bruta;valor (milers €);p;40602
2020;Sant Llorenç Savall;renda familiar disponible bruta;per habitant (€);p;16470
2020;Sant Llorenç Savall;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93,8
2020;Sant Martí de Centelles;renda familiar disponible bruta;valor (milers €);p;18445
2020;Sant Martí de Centelles;renda familiar disponible bruta;per habitant (€);p;15737
2020;Sant Martí de Centelles;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;89,7
2020;Sant Martí de Tous;renda familiar disponible bruta;valor (milers €);p;21738
2020;Sant Martí de Tous;renda familiar disponible bruta;per habitant (€);p;17617
2020;Sant Martí de Tous;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;100,4
2020;Sant Martí Sarroca;renda familiar disponible bruta;valor (milers €);p;50173
2020;Sant Martí Sarroca;renda familiar disponible bruta;per habitant (€);p;15292
2020;Sant Martí Sarroca;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;87,1
2020;Sant Pere de Ribes;renda familiar disponible bruta;valor (milers €);p;516097
2020;Sant Pere de Ribes;renda familiar disponible bruta;per habitant (€);p;16736
2020;Sant Pere de Ribes;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,3
2020;Sant Pere de Riudebitlles;renda familiar disponible bruta;valor (milers €);p;40260
2020;Sant Pere de Riudebitlles;renda familiar disponible bruta;per habitant (€);p;16768
2020;Sant Pere de Riudebitlles;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;95,5
2020;Sant Pere de Torelló;renda familiar disponible bruta;valor (milers €);p;42585
2020;Sant Pere de Torelló;renda familiar disponible bruta;per habitant (€);p;17368
2020;Sant Pere de Torelló;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98,9
2020;Sant Pere de Vilamajor;renda familiar disponible bruta;valor (milers €);p;83971
2020;Sant Pere de Vilamajor;renda familiar disponible bruta;per habitant (€);p;18256
2020;Sant Pere de Vilamajor;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;104
2020;Sant Pere Pescador;renda familiar disponible bruta;valor (milers €);p;28426
2020;Sant Pere Pescador;renda familiar disponible bruta;per habitant (€);p;13945
2020;Sant Pere Pescador;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79,4
2020;Sant Pol de Mar;renda familiar disponible bruta;valor (milers €);p;103362
2020;Sant Pol de Mar;renda familiar disponible bruta;per habitant (€);p;19049
2020;Sant Pol de Mar;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;108,5
2020;Sant Quintí de Mediona;renda familiar disponible bruta;valor (milers €);p;32546
2020;Sant Quintí de Mediona;renda familiar disponible bruta;per habitant (€);p;13865
2020;Sant Quintí de Mediona;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;79
2020;Sant Quirze de Besora;renda familiar disponible bruta;valor (milers €);p;36711
2020;Sant Quirze de Besora;renda familiar disponible bruta;per habitant (€);p;17267
2020;Sant Quirze de Besora;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;98,4
2020;Sant Quirze del Vallès;renda familiar disponible bruta;valor (milers €);p;452006
2020;Sant Quirze del Vallès;renda familiar disponible bruta;per habitant (€);p;22407
2020;Sant Quirze del Vallès;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;127,6
2020;Sant Sadurní d'Anoia;renda familiar disponible bruta;valor (milers €);p;230944
2020;Sant Sadurní d'Anoia;renda familiar disponible bruta;per habitant (€);p;17944
2020;Sant Sadurní d'Anoia;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;102,2
2020;Sant Salvador de Guardiola;renda familiar disponible bruta;valor (milers €);p;55018
2020;Sant Salvador de Guardiola;renda familiar disponible bruta;per habitant (€);p;17147
2020;Sant Salvador de Guardiola;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;97,7
2020;Sant Vicenç de Castellet;renda familiar disponible bruta;valor (milers €);p;144269
2020;Sant Vicenç de Castellet;renda familiar disponible bruta;per habitant (€);p;14802
2020;Sant Vicenç de Castellet;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;84,3
2020;Sant Vicenç de Montalt;renda familiar disponible bruta;valor (milers €);p;144891
2020;Sant Vicenç de Montalt;renda familiar disponible bruta;per habitant (€);p;22568
2020;Sant Vicenç de Montalt;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;128,6
2020;Sant Vicenç de Torelló;renda familiar disponible bruta;valor (milers €);p;38310
2020;Sant Vicenç de Torelló;renda familiar disponible bruta;per habitant (€);p;18734
2020;Sant Vicenç de Torelló;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;106,7
2020;Sant Vicenç dels Horts;renda familiar disponible bruta;valor (milers €);p;457316
2020;Sant Vicenç dels Horts;renda familiar disponible bruta;per habitant (€);p;16327
2020;Sant Vicenç dels Horts;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;93
2020;Santa Bàrbara;renda familiar disponible bruta;valor (milers €);p;49671
2020;Santa Bàrbara;renda familiar disponible bruta;per habitant (€);p;13095
2020;Santa Bàrbara;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;74,6
2020;Santa Coloma de Cervelló;renda familiar disponible bruta;valor (milers €);p;154299
2020;Santa Coloma de Cervelló;renda familiar disponible bruta;per habitant (€);p;18777
2020;Santa Coloma de Cervelló;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;107
2020;Santa Coloma de Farners;renda familiar disponible bruta;valor (milers €);p;205304
2020;Santa Coloma de Farners;renda familiar disponible bruta;per habitant (€);p;15613
2020;Santa Coloma de Farners;renda familiar disponible bruta;per habitant (índex Catalunya=100);p;88,9
2020;Santa Coloma de Gramenet;renda familiar disponible bruta;valor (milers €);p;1699132
